x,y,z,label,group
1.4246206,19.321854,14.578252,0.0,5
-3.8510547,1.1450183,10.475581,13.0,2
-19.252821,14.957888,14.9704895,11.0,2
-18.045532,-10.18989,-3.7373023,5.0,0
2.1056364,-1.4140302,-28.565695,14.0,2
24.078197,16.19123,7.8646746,15.0,5
-3.1764169,13.313448,-11.336861,8.0,1
-7.9056845,-4.944917,0.030239819,4.0,0
8.826579,25.305449,-7.284953,15.0,5
-0.739847,22.370867,16.27136,15.0,5
-0.6834338,1.0719364,-8.824625,1.0,0
-19.180376,-18.30498,8.475688,0.0,5
-3.4510946,17.93582,6.913936,16.0,4
8.03438,-15.9723215,-0.77899945,9.0,1
-13.853272,19.593586,-0.90682966,8.0,1
-3.0145748,-22.727077,18.994186,6.0,3
11.839682,-11.103018,-2.0960891,13.0,2
7.185643,-23.803553,18.575,6.0,3
-0.23918702,32.288593,-14.28792,17.0,4
9.7287245,-10.300904,9.068713,14.0,2
15.027777,23.498785,-1.5244371,0.0,5
20.337484,5.3296046,5.4052134,9.0,1
-1.5563027,-20.749712,-11.798668,1.0,0
-13.579663,-21.738512,-10.429436,2.0,0
3.708852,5.6064487,-0.6421706,15.0,5
-8.361725,-2.3718462,4.1531215,13.0,2
1.522171,-29.015656,5.3229947,9.0,1
-9.256643,-18.931356,-16.374594,2.0,0
-14.56709,-0.6883748,11.583597,8.0,1
-4.0521183,-24.502218,6.8309436,2.0,0
-1.0590066,26.712847,1.6741372,13.0,2
-19.94523,-19.766443,-4.3403516,2.0,0
1.3065575,22.521841,7.1661005,0.0,5
11.322368,19.235205,5.4460363,15.0,5
16.836714,-13.919685,3.020274,14.0,2
9.574926,-14.025044,-2.319495,1.0,0
-10.920537,-20.90451,1.6186969,14.0,2
7.8708,18.457697,-13.936164,17.0,4
-5.8039274,8.240541,-28.2244,14.0,2
2.5197556,-3.7516828,-7.238817,4.0,0
18.970161,-12.522123,8.597379,4.0,0
3.7926693,-3.2983925,1.2891256,7.0,1
12.851788,26.197058,7.168885,19.0,5
14.665726,23.34739,-3.4885385,1.0,0
5.034741,3.8601806,2.6047575,15.0,5
-8.02941,-25.31518,9.74856,17.0,4
-27.055544,7.7597175,-1.6118604,16.0,4
-23.4155,4.4443316,1.2184547,2.0,0
-20.077942,2.2000186,-20.603695,15.0,5
-0.5465949,-10.040598,23.508574,9.0,1
-5.5038195,-14.482726,10.180911,12.0,2
5.5750027,-17.374453,20.609032,6.0,3
2.8731902,-19.966785,1.9577233,9.0,1
-4.9900475,-2.6685393,3.3685634,6.0,3
7.718223,-20.379158,2.0863094,6.0,3
6.4299226,8.132618,6.308012,18.0,4
-18.370789,-18.700636,-13.996742,1.0,0
5.9932294,-4.58626,11.54769,10.0,1
8.684383,-23.447994,17.149334,6.0,3
30.135172,-11.58571,1.095597,10.0,1
-5.027865,-10.391008,6.121876,5.0,0
6.7420535,-18.369923,7.563692,2.0,0
7.859341,6.951989,21.06276,13.0,2
-21.546844,-13.826546,7.4322567,3.0,0
16.504227,1.12242,16.810211,9.0,1
-0.110069044,5.4042964,0.6960851,13.0,2
8.408665,-3.6664724,-25.009748,12.0,2
-7.0101542,0.9110346,-24.750168,13.0,2
-15.079818,16.333302,-8.664218,8.0,1
-8.072651,15.318323,-15.990795,4.0,0
-8.140433,-30.892958,-2.3681374,3.0,0
-10.24447,0.8640379,18.411705,9.0,1
-11.761056,2.8938842,-5.64678,1.0,0
-5.515656,-5.387684,-28.017014,12.0,2
4.9929357,-0.5428912,0.8811844,4.0,0
-19.558386,-13.532714,-0.9261129,2.0,0
-13.786362,-20.271442,-3.7807677,2.0,0
-25.715317,9.424699,10.359437,11.0,2
10.215202,-0.7609863,-3.5681033,13.0,2
8.372466,-20.709549,2.3843904,4.0,0
-17.425318,-13.331524,-14.75476,1.0,0
-10.449235,13.618921,-11.068367,12.0,2
10.963696,10.144031,6.434134,0.0,5
4.8253546,6.6622615,3.5871775,16.0,4
8.019725,-15.801663,-0.9055046,12.0,2
22.13873,10.182154,14.028472,16.0,4
17.458015,2.5931306,-10.934069,7.0,1
12.226976,-3.8113618,18.79959,17.0,4
5.134747,25.633812,3.6047122,15.0,5
-22.586355,13.362831,14.626376,11.0,2
-12.417387,7.942345,-30.304926,14.0,2
-21.213337,-13.686369,-12.894499,2.0,0
-15.045375,-1.6375271,10.773857,7.0,1
23.625437,7.4859867,1.9513805,10.0,1
-4.564391,26.255358,1.0239118,14.0,2
4.737469,24.981077,1.6612175,15.0,5
-9.434898,-10.294397,-3.7045379,5.0,0
-3.9672296,6.4573765,9.42027,16.0,4
-17.084038,7.7776957,-1.2825227,11.0,2
-1.6341618,-12.921684,-13.238101,4.0,0
2.1480062,18.255575,-4.0734367,13.0,2
-3.8320122,-20.351364,6.49041,7.0,1
-16.104013,1.9319017,-6.5099273,4.0,0
-15.602038,-7.505298,21.06437,13.0,2
-9.700647,8.419907,13.134035,17.0,4
18.55236,-11.420063,11.860634,1.0,0
11.062248,27.626678,4.551675,15.0,5
-0.969491,-11.3649645,26.577147,17.0,4
-1.0213524,-11.557604,26.39926,17.0,4
-0.16388313,-14.108626,3.907341,9.0,1
-7.466579,14.158231,12.749527,16.0,4
-1.6296662,25.314663,-16.95066,17.0,4
13.401527,7.6922593,-10.649888,0.0,5
-2.725974,23.673939,-15.612056,16.0,4
-28.703585,2.8759546,-5.726061,8.0,1
-17.310183,3.3604736,6.345328,13.0,2
-19.669556,-6.0904875,-8.962027,2.0,0
13.65682,-3.1234446,6.2226815,14.0,2
-0.8849155,0.9712891,34.627197,10.0,1
21.01394,0.014100713,-16.95236,2.0,0
-18.601976,-22.032602,-10.286948,2.0,0
17.966728,-17.868567,2.379908,9.0,1
2.8037548,3.3316085,13.988268,14.0,2
13.098523,-14.49304,4.9141173,9.0,1
-18.359236,-20.045477,-5.486753,2.0,0
14.254077,18.97809,8.883931,15.0,5
15.035137,0.23408848,-2.1167772,15.0,5
4.006474,-14.384112,-1.1510223,4.0,0
4.393286,-5.874741,-18.16783,4.0,0
-23.207205,12.037206,13.364194,11.0,2
-14.849513,16.656311,8.273164,11.0,2
-17.703379,13.395942,5.3412137,11.0,2
-0.9377515,13.397447,-1.840888,13.0,2
1.4434069,22.787022,-3.8304298,0.0,5
-9.711194,-7.938819,8.693117,6.0,3
-3.8378043,-19.876894,-3.3412724,18.0,4
5.6890364,11.50125,24.029469,13.0,2
11.707554,10.8769245,-1.7030177,0.0,5
-3.6258652,23.627378,-17.243755,18.0,4
-29.579653,9.436847,-5.254656,16.0,4
-15.498023,-20.305319,-12.999653,2.0,0
23.514456,5.0107074,8.214817,9.0,1
-27.42707,0.11410185,10.472135,11.0,2
22.612915,5.6484184,3.9419386,9.0,1
-9.949614,-28.843233,-2.6687622,3.0,0
0.8751209,26.601627,3.6685135,0.0,5
-14.241923,23.911226,-1.6157174,18.0,4
-4.450976,9.368108,6.124659,7.0,1
26.918814,-11.852118,0.7873416,9.0,1
6.384472,-6.9834194,-3.4956613,14.0,2
3.9216895,-19.431635,3.8479004,9.0,1
24.944708,-0.7203668,2.7347298,10.0,1
20.820108,-12.462881,-20.914282,17.0,4
0.7391542,4.4860215,-13.85915,8.0,1
-21.543827,1.1749138,-20.986385,5.0,0
-3.4798086,-18.47386,-13.853611,3.0,0
26.217253,-12.593614,-10.781053,2.0,0
-6.0334067,-2.633578,12.204598,13.0,2
9.867378,-6.580758,24.528423,6.0,3
-3.6584888,-4.1582575,18.755367,7.0,1
-12.539876,-4.192703,8.674056,1.0,0
-20.785946,12.65311,13.112309,11.0,2
-11.599073,-8.021921,3.3120472,4.0,0
8.082868,-8.870303,10.512445,12.0,2
-16.927052,9.536063,-1.454687,11.0,2
11.602272,-22.722544,-0.14698622,6.0,3
-29.592207,-2.9536495,-2.5364585,2.0,0
-19.214773,-0.18069474,9.160857,14.0,2
4.5545073,-5.446079,6.8947344,9.0,1
9.269989,-11.755699,3.010287,1.0,0
15.523404,-12.7781925,-24.088884,4.0,0
15.481187,-1.3463398,-15.411803,11.0,2
10.97996,26.640223,-6.1958957,15.0,5
9.413971,10.949066,3.8085315,15.0,5
-6.575411,-21.852829,13.412296,6.0,3
-17.432648,-6.108436,-4.8309855,5.0,0
9.796033,-13.747644,10.6514845,10.0,1
-31.743927,2.0251033,-2.2839534,8.0,1
-3.813605,-10.916032,-3.5153358,4.0,0
18.119558,16.598787,11.450727,16.0,4
9.874062,18.631872,18.071886,17.0,4
22.518873,-0.2569193,7.90182,9.0,1
-0.7747551,12.260694,-14.827309,8.0,1
-22.27114,-8.835396,13.624885,10.0,1
8.7571745,10.490308,10.4823675,17.0,4
7.9291553,15.142655,-11.603373,10.0,1
-9.391418,22.936401,-5.7226553,11.0,2
-4.5673575,-33.108326,-3.0509448,8.0,1
3.2784326,25.513186,-9.321033,15.0,5
-0.94147843,2.0757964,34.53717,10.0,1
-3.0805655,-1.6029307,-9.2819605,4.0,0
-7.781496,-12.1678505,-0.32059625,12.0,2
2.972492,3.5023134,8.541071,0.0,5
-14.788269,-3.1465535,-4.177115,5.0,0
-20.601171,-8.110042,5.1036606,4.0,0
1.5235175,18.376526,16.477823,0.0,5
6.972114,10.33823,1.7198569,18.0,4
24.871819,0.67537606,-15.05722,17.0,4
13.880025,-9.080827,7.5350657,2.0,0
2.081318,-15.373572,13.722243,3.0,0
13.507658,6.000593,-27.213617,0.0,5
9.852741,-12.787752,10.32208,19.0,5
27.102442,-10.978143,-12.33799,19.0,5
31.33633,-5.7223873,-3.8714573,9.0,1
5.3833046,17.708921,15.094154,19.0,5
-7.248158,-1.2168418,-16.837997,5.0,0
-7.478238,-17.876534,6.5109944,13.0,2
-10.928117,14.327574,-4.6510954,14.0,2
26.304697,2.4317758,8.56013,10.0,1
-12.662458,-13.774793,1.6172277,5.0,0
-13.069018,23.057056,-0.7812305,11.0,2
-8.519847,-6.8949194,11.597758,6.0,3
-1.827394,-3.21648,1.7431413,6.0,3
0.38886353,-2.1183043,-5.477175,1.0,0
5.5238423,17.580519,15.255611,13.0,2
9.418739,9.9423275,-28.341328,13.0,2
-9.653204,8.021057,16.340244,18.0,4
24.389402,-12.015272,13.743075,17.0,4
-11.1910715,-12.442035,10.068877,2.0,0
25.958364,0.15335251,-1.6157377,9.0,1
-36.99821,-1.0229797,-5.389987,15.0,5
-15.626419,-19.270733,-3.4382834,2.0,0
-8.186652,-23.605724,7.950099,8.0,1
5.587589,-20.750349,0.22050244,9.0,1
-10.568453,-3.6585364,-3.92963,2.0,0
15.287779,-11.840006,0.12619738,19.0,5
-24.365534,7.374356,-4.3620024,14.0,2
-14.143219,-10.400582,-0.8731492,5.0,0
-4.199827,9.87365,-5.2766657,14.0,2
-0.884573,19.853455,15.881207,15.0,5
26.859814,9.726386,9.405619,9.0,1
-10.085896,-7.260707,-16.465864,3.0,0
-12.220393,-0.51268166,-27.251411,18.0,4
-2.9115736,-10.083843,-10.569806,1.0,0
22.421986,12.493305,-5.3660746,18.0,4
19.150381,-2.5120914,4.6825004,10.0,1
1.0161269,8.135918,0.32928374,13.0,2
-10.243129,8.526349,21.980932,19.0,5
7.956596,-5.999197,22.069384,18.0,4
0.9517269,-9.864937,11.113292,15.0,5
-5.317621,-8.398414,19.817572,9.0,1
10.919494,-3.7102962,22.74499,14.0,2
-19.255354,-17.765839,7.424613,4.0,0
-8.590171,-6.1017604,-15.105541,4.0,0
18.295141,18.703148,2.4495647,0.0,5
-2.9215312,-6.548809,-5.5738997,12.0,2
-9.396207,19.097557,2.9716415,18.0,4
4.253804,7.622984,1.7759429,14.0,2
-8.798206,0.6750033,-29.452663,14.0,2
-3.5699916,-8.950641,16.141022,17.0,4
16.59931,15.103347,10.927193,13.0,2
2.3221326,26.896172,-9.543949,15.0,5
-13.222315,-6.930347,1.3681943,5.0,0
-10.947839,7.2469172,-11.816627,4.0,0
-8.616772,16.515284,9.137236,18.0,4
9.077402,-22.186037,-1.0583453,12.0,2
9.892426,-15.86324,3.4648712,9.0,1
-0.46475193,-27.901024,10.743529,6.0,3
-11.390115,19.100021,-9.081732,1.0,0
21.070263,-0.5233127,-14.290345,4.0,0
-2.8871758,-18.790369,-14.748347,6.0,3
-5.8499575,0.10982088,11.295492,8.0,1
-1.7816741,9.550544,-2.4422615,0.0,5
-1.6151363,32.14588,-15.544169,17.0,4
-8.317515,-7.639761,-29.79414,3.0,0
-34.416718,-1.6577389,-6.1481047,1.0,0
-2.117085,18.683298,17.571775,18.0,4
0.52975845,11.472763,3.3759851,16.0,4
-0.41009673,8.705098,11.008775,18.0,4
-25.18596,7.4638114,-8.639491,8.0,1
-12.951945,1.948224,-27.995909,13.0,2
-9.974123,2.644098,-10.850507,12.0,2
9.403489,20.838366,3.8781254,15.0,5
0.95227194,-18.522367,20.610657,8.0,1
-10.337799,-11.688711,8.30873,6.0,3
-31.208107,7.925061,-1.6036044,19.0,5
12.965636,-10.853265,-11.944344,14.0,2
-2.294418,-24.635881,0.44660434,4.0,0
11.303904,-1.8321346,18.764492,4.0,0
22.345129,-13.128762,16.944368,17.0,4
-22.22307,-1.2415693,-8.793345,5.0,0
24.704697,7.979804,15.849025,6.0,3
9.218133,-27.052654,-1.9751898,5.0,0
3.9871476,11.782357,18.595476,13.0,2
-8.817855,-8.869372,9.299972,4.0,0
-23.029568,11.261008,14.963892,11.0,2
10.544828,-3.8181608,21.723764,10.0,1
5.0177255,-12.333385,-0.30114213,12.0,2
0.5183624,0.8859099,-12.460494,3.0,0
-16.485641,-1.3905644,9.306413,12.0,2
-8.534185,-7.764965,21.150097,7.0,1
31.491747,-4.274557,-1.7465433,10.0,1
-37.81346,-1.2302274,-6.0457635,5.0,0
21.259626,2.0392566,-13.590533,19.0,5
4.4583883,-12.596308,-9.43818,1.0,0
-22.62075,-17.823677,6.2844357,16.0,4
-18.9649,-8.025869,-18.70767,2.0,0
-7.7346683,14.922999,17.50001,11.0,2
-11.229906,-14.31238,7.592508,12.0,2
-15.882745,-11.09288,1.9630697,2.0,0
-20.032713,-0.13110992,-19.893208,7.0,1
-10.46758,-0.44756255,-24.801262,5.0,0
-9.274897,-7.3004885,5.2241135,5.0,0
-10.560113,-6.667633,8.072083,8.0,1
-16.77807,-3.041749,6.6903043,5.0,0
-1.8515528,-15.24147,3.101116,13.0,2
-9.738025,7.7427106,21.194078,15.0,5
2.9850562,24.791641,-3.3386838,15.0,5
-1.5886341,8.601681,-5.648409,18.0,4
13.35729,3.105163,-29.748302,0.0,5
-1.2149912,-17.753038,-3.2150466,12.0,2
-0.66252494,-27.245165,16.582762,6.0,3
-9.972697,3.5591767,-16.097864,12.0,2
10.34971,-5.7534704,19.791342,4.0,0
7.5142293,-1.1075914,20.48583,3.0,0
-21.29531,-12.543742,13.478115,3.0,0
7.5806518,-0.3667086,18.861094,8.0,1
-12.775966,24.341837,2.025658,14.0,2
-25.50745,10.918346,13.609807,11.0,2
23.685537,13.186542,6.759185,16.0,4
4.7023973,-17.033026,6.3113995,13.0,2
10.76331,9.587177,6.462086,0.0,5
19.44804,11.341704,-10.904386,10.0,1
-10.491493,-6.8453293,12.469854,2.0,0
-9.666651,-21.212381,1.5672246,5.0,0
6.9588914,23.778015,-11.173274,15.0,5
26.092472,10.632406,12.983805,10.0,1
19.694103,22.844982,0.5359677,15.0,5
-11.551613,15.54665,-3.7286627,14.0,2
-3.2075763,3.2732997,33.028194,15.0,5
24.162941,3.578106,-18.299692,7.0,1
-9.0650015,13.419381,-8.704906,8.0,1
-16.416912,19.54432,5.0535364,11.0,2
6.0895863,-7.538334,8.933486,15.0,5
-6.643302,-6.8419547,22.778572,9.0,1
-14.279414,-9.209134,-11.310132,3.0,0
13.763858,-12.086338,-18.375723,8.0,1
4.5933766,1.0356543,6.8227415,14.0,2
6.4214134,18.787169,-17.567886,17.0,4
-21.051409,15.084801,12.133538,11.0,2
-12.6154785,17.894522,-8.359955,13.0,2
18.847849,-2.0555933,-14.015873,16.0,4
-14.33061,17.37085,13.801397,11.0,2
5.484481,24.470448,-3.7719688,15.0,5
9.100786,-10.2049055,-20.736254,8.0,1
-6.856456,17.663244,-2.1852908,15.0,5
-14.498085,2.6265252,9.0900345,8.0,1
16.404093,-16.432064,13.451338,7.0,1
0.8393693,2.4928024,-12.159681,7.0,1
26.114521,-16.34956,1.4580399,6.0,3
-3.3913999,-16.179293,-3.7294858,1.0,0
-14.932748,-0.62682813,6.8426623,8.0,1
1.405476,8.681713,-1.0296475,14.0,2
8.492112,22.127167,9.235786,15.0,5
24.04989,-8.048374,-15.037921,17.0,4
-9.1927595,-17.203867,15.350031,6.0,3
25.114382,8.348362,1.8530251,10.0,1
19.151787,-2.9665828,4.761895,10.0,1
25.779108,0.77773845,0.68897367,10.0,1
-22.117392,9.062802,-3.514678,14.0,2
5.0132313,3.171887,-0.44022927,17.0,4
8.94522,22.415426,-3.3309183,15.0,5
13.541352,20.591743,3.1906278,15.0,5
12.54332,-16.857573,-5.8326454,8.0,1
13.735072,-2.1671326,23.986397,9.0,1
12.966661,4.1627073,-29.078896,0.0,5
11.069711,6.6394377,26.989426,13.0,2
28.753004,-0.0031698744,-2.3467247,10.0,1
-10.375698,-28.301397,-2.1052282,12.0,2
0.37417218,22.727226,-10.065407,18.0,4
-13.097967,-19.77565,-11.093526,2.0,0
-3.821958,-15.450629,11.829427,8.0,1
-20.995848,-19.018614,7.6086645,19.0,5
7.6267824,-18.843388,-4.021727,9.0,1
9.758424,-13.40712,-5.470905,4.0,0
-0.6686804,13.49825,-15.16686,16.0,4
2.9928036,25.749258,-0.8125143,0.0,5
-3.24316,-8.150882,13.068594,7.0,1
13.211326,-17.163687,2.368713,5.0,0
32.26659,3.0868635,0.36757043,10.0,1
10.555856,19.602678,2.217938,0.0,5
16.060884,-9.997787,11.846397,0.0,5
5.9287724,-4.569626,-9.032076,13.0,2
-3.7433853,-27.546623,7.888667,2.0,0
-1.2845174,-19.720602,17.627169,6.0,3
-28.106833,-9.708592,-2.0282927,2.0,0
-2.6932979,-8.117669,-3.880721,3.0,0
-1.2238967,-29.606308,7.1154532,10.0,1
0.56305647,29.376253,-13.482881,17.0,4
-30.514069,-2.332068,10.062504,13.0,2
-6.7632966,20.692053,8.917622,16.0,4
-3.2260344,-13.419219,-10.429861,1.0,0
3.890172,22.407137,12.078284,17.0,4
-17.23077,-0.39155206,13.166289,0.0,5
8.700466,21.954,-15.242276,17.0,4
-7.4755993,19.066544,-11.427852,14.0,2
-7.874762,-29.992746,1.4083506,3.0,0
-7.7200694,12.650343,-12.490472,4.0,0
-16.396168,-19.917473,-18.880121,2.0,0
26.354656,15.558214,1.7494982,16.0,4
-6.4276996,-19.452574,-6.959871,2.0,0
2.7621603,-28.047024,9.240118,9.0,1
-12.75027,2.723306,-8.243959,1.0,0
27.338514,-14.984577,-11.746916,4.0,0
-3.0019445,3.7306552,2.709814,13.0,2
6.518306,-7.0112514,1.9236233,12.0,2
-4.9630833,-11.469434,-18.379759,3.0,0
-20.830444,-10.349585,15.566357,12.0,2
22.505018,19.344845,8.149707,15.0,5
1.4429393,26.539268,-11.261202,15.0,5
-8.615211,2.2309995,-4.3979006,6.0,3
-6.8319592,9.763918,-17.144695,7.0,1
-10.562191,-15.643732,-17.046833,3.0,0
-5.7014117,16.094662,-14.438776,8.0,1
9.602511,23.24518,-4.73302,19.0,5
-25.076534,-5.9978976,0.091120966,1.0,0
-2.0974517,-10.737358,-19.547829,3.0,0
1.403487,6.015218,10.427838,16.0,4
-5.66343,5.487044,-28.306005,14.0,2
11.261427,-2.7407932,-17.332716,7.0,1
-3.629473,-13.772973,11.824073,12.0,2
17.055727,15.142796,7.634125,17.0,4
12.427457,-12.183032,11.520896,12.0,2
16.00661,-9.300873,-7.4398417,11.0,2
-15.512627,-3.4714758,8.328888,5.0,0
22.529121,0.09191763,7.7330265,9.0,1
18.201807,-5.276534,-5.088104,9.0,1
12.763683,22.734179,-5.4686403,15.0,5
9.675292,-18.875105,1.7397205,10.0,1
-9.744368,-14.798754,13.087727,12.0,2
-5.2079573,7.7398863,-31.024542,14.0,2
-23.810537,-11.731366,11.415635,9.0,1
-0.051925585,-7.574969,-4.24142,7.0,1
-1.7680938,-23.058819,17.450794,6.0,3
0.80742896,-5.4305577,-5.3314395,10.0,1
2.1359158,-3.039593,35.356026,4.0,0
7.472212,22.749073,3.3151357,15.0,5
-7.5457845,25.175507,-18.474348,1.0,0
-12.7753935,-13.662932,14.773665,3.0,0
19.10911,3.3714287,-10.669596,18.0,4
-11.870225,-9.411629,-5.4525476,5.0,0
10.948705,21.999725,-21.064222,17.0,4
1.540567,23.88383,-8.19177,18.0,4
-25.901392,10.7473345,-7.3548956,14.0,2
-14.173363,-5.0105247,17.966223,16.0,4
-19.228119,11.312192,5.9984202,11.0,2
12.820898,-13.590447,-12.935163,5.0,0
-8.103018,-8.566365,-8.427829,3.0,0
-1.8929851,25.182917,-16.433172,17.0,4
5.563072,-2.888195,-12.006786,7.0,1
3.844069,-4.690074,-3.3958023,1.0,0
8.880332,30.295643,2.8024476,15.0,5
2.8794272,-16.92603,18.373259,6.0,3
-31.35903,-1.1269568,-6.7215114,4.0,0
-4.465867,-2.1483183,-29.920744,1.0,0
-4.5391703,-31.13056,-3.5523987,3.0,0
25.959682,20.913212,3.245531,17.0,4
-5.656081,26.95104,-7.2348604,15.0,5
-19.850294,5.418954,0.1713721,8.0,1
9.491028,-2.026355,15.712963,18.0,4
11.431906,11.687265,6.809233,0.0,5
17.627499,-0.71507186,8.028347,4.0,0
9.325605,16.852541,-1.8088603,19.0,5
-9.620256,-4.219903,5.2448626,6.0,3
0.0137173245,6.567801,-27.770199,14.0,2
14.276814,7.8524327,-26.730738,0.0,5
-2.468847,9.409605,-14.925419,8.0,1
-16.09596,17.140997,8.407421,11.0,2
-0.44958758,-28.772854,6.7625375,10.0,1
-18.41325,-18.614649,-14.0915785,1.0,0
-12.029857,-12.064163,-1.1269412,5.0,0
19.593756,3.3295782,3.3486614,9.0,1
-2.3949306,3.6319506,33.46776,18.0,4
-8.88782,-12.524894,12.456561,4.0,0
-27.997416,-0.5500905,-3.6224222,2.0,0
4.6942196,21.83994,5.1526117,19.0,5
-1.1646311,22.81302,-12.985948,16.0,4
-18.532131,-8.901817,-9.882449,7.0,1
-28.514406,5.312419,-8.6870165,11.0,2
-6.234253,-22.73244,0.042531945,2.0,0
