BASE_NODE, NEIGHBOUR 
17,2632
17,297
17,1488
17,5776
17,4416
17,4620
17,8124
17,6405
17,6955
18,18
18,3026
18,8616
18,2895
18,8449
18,6120
18,3731
18,2592
18,4202
18,6955
18,5728
18,3397
18,8713
18,3036
18,2646
18,6529
18,5809
18,3950
18,398
18,7093
19,19
19,9964
19,4563
19,5487
19,9663
19,1164
19,396
19,7574
19,4667
19,7877
19,3622
19,1898
19,2870
19,4008
19,8395
19,5432
19,2707
19,8199
19,4313
19,1961
20,20
20,2615
20,3487
20,2383
20,294
20,1838
20,7346
20,8873
20,7459
20,4859
20,6341
20,48
20,2399
20,3287
20,3629
20,1412
20,3211
20,5510
20,2722
20,6879
21,21
21,888
21,9633
21,8474
21,6344
21,5125
21,5731
21,6590
21,9935
21,8160
21,2888
21,5431
21,8027
21,1771
21,1530
21,6843
21,4758
21,4232
21,3732
21,6474
22,22
22,110
22,5753
22,9452
22,1311
22,2683
22,8036
22,5238
22,9326
22,9968
22,4221
22,6009
22,3773
22,3842
22,7119
22,7619
22,3396
22,2977
22,8384
22,4651
23,23
23,3616
23,93
23,4836
23,5301
23,7833
23,8160
23,5171
23,1091
23,3732
23,9428
23,2224
23,8622
23,5063
23,5022
23,5295
23,8210
23,1102
23,9941
23,6940
24,24
24,6874
24,8410
24,9637
24,4882
24,5836
24,8478
24,3387
24,4784
24,2003
24,8440
24,2619
24,5606
24,9196
24,5719
24,6625
24,3090
24,9786
24,1877
24,6807
25,25
25,2904
25,5227
25,3006
25,1947
25,1285
25,5405
25,3470
25,7600
25,4950
25,4257
25,8469
25,6535
25,8297
25,4205
25,3477
25,2051
25,974
25,3665
25,1294
26,26
26,405
26,99
26,5806
26,8793
26,6159
26,7567
26,6972
26,388
26,2535
26,9782
26,8175
26,5464
26,2396
26,7791
26,629
26,2010
26,5947
26,2063
26,6183
27,27
27,874
27,4280
27,9311
27,5309
27,2023
27,9530
27,9532
27,863
27,6397
27,7417
27,3392
27,6048
27,6112
27,1665
27,4024
27,1166
27,2920
27,2847
27,3227
28,28
28,8409
28,1098
28,261
28,5805
28,1114
28,7124
28,3931
28,3632
28,668
28,4002
28,4854
28,2743
28,3936
28,8497
28,4737
28,3383
28,6730
28,9151
28,9934
29,29
29,1207
29,9285
29,8695
29,9252
29,4588
29,4835
29,1097
29,1564
29,4031
29,5853
29,1312
29,820
29,4252
29,4201
29,9481
29,8738
29,7435
29,5681
29,2963
30,30
30,5912
30,6439
30,4880
30,5979
30,618
30,9497
30,6667
30,4622
30,3062
30,6028
30,9985
30,5365
30,3509
30,352
30,8930
30,127
30,4166
30,1055
30,3778
31,31
31,4863
31,2193
31,3685
31,7012
31,4551
31,9710
31,8607
31,6937
31,5378
31,1438
31,9393
31,6058
31,5140
31,2748
31,6944
31,5449
31,4342
31,1658
31,1985
32,32
32,5345
32,7575
32,9692
32,6493
32,3793
32,560
32,8021
32,7579
32,6248
32,7802
32,2445
32,6732
32,637
32,6764
32,5817
32,9772
32,1487
32,4954
32,8916
33,33
33,9149
33,3808
33,1671
33,9453
33,3356
33,3564
33,5024
33,7918
33,3636
33,216
33,1853
33,6169
33,4130
33,8056
33,7251
33,6391
33,4062
33,2645
33,4738
34,34
34,5672
34,1824
34,3834
34,1296
34,3690
34,2451
34,3785
34,9233
34,5240
34,74
34,1543
34,1046
34,1045
34,2674
34,2235
34,2612
34,3847
34,290
34,9906
35,35
35,699
35,5360
35,2819
35,513
35,1720
35,2907
35,7879
35,976
35,9872
35,1433
35,460
35,3951
35,1168
35,3077
35,7976
35,4049
35,1050
35,8882
35,3647
36,36
36,4940
36,8352
36,6078
36,7974
36,1371
36,3807
36,4237
36,2005
36,1787
36,266
36,7412
36,1365
36,6257
36,105
36,3753
36,8945
36,6195
36,8669
36,3687
37,37
37,1267
37,5435
37,7386
37,4635
37,3645
37,5239
37,3195
37,57
37,3960
37,1932
37,5226
37,1943
37,2144
37,3567
37,6460
37,752
37,685
37,9108
37,751
38,38
38,7953
38,8365
38,1988
38,2370
38,8756
38,1784
38,6925
38,7898
38,8107
38,1545
38,7097
38,9995
38,605
38,5478
38,8318
38,8071
38,9114
38,7009
38,1517
39,39
39,15
39,4808
39,7626
39,1381
39,6359
39,1119
39,8459
39,5655
39,7414
39,104
39,2009
39,2780
39,7150
39,3682
39,5744
39,7379
39,2638
39,694
39,5763
40,40
40,2819
40,6237
40,7854
40,9518
40,9975
40,9471
40,3077
40,917
40,2183
40,2471
40,1344
40,2588
40,6153
40,5832
40,8898
40,2489
40,6693
40,3599
40,456
41,41
41,7358
41,5001
41,2655
41,1915
41,6026
41,4398
41,2149
41,5515
41,5108
41,8291
41,4905
41,417
41,9079
41,4403
41,7406
41,8603
41,5948
41,3740
41,4433
42,42
42,5321
42,1774
42,8650
42,7289
42,520
42,2267
42,2284
42,4802
42,786
42,9267
42,9730
42,6094
42,3382
42,8492
42,384
42,9903
42,1215
42,6334
42,2253
43,43
43,6896
43,1352
43,2689
43,4209
43,183
43,4581
43,6997
43,51
43,894
43,7927
43,9790
43,1703
43,1939
43,9961
43,1959
43,6033
43,1335
43,8006
43,9725
44,44
44,4160
44,9894
44,9773
44,9677
44,3568
44,8828
44,5384
44,3784
44,3425
44,3197
44,8184
44,2622
44,5409
44,6971
44,128
44,5048
44,2642
44,4474
44,7580
45,45
45,743
45,6939
45,1038
45,6868
45,4512
45,3279
45,2672
45,4799
45,6328
45,2244
45,7985
45,4914
45,9891
45,9814
45,1240
45,280
45,2697
45,6346
45,1078
46,46
46,5859
46,1398
46,2932
46,1124
46,2795
46,370
46,5286
46,2723
46,9649
46,3855
46,475
46,1332
46,2318
46,2790
46,1699
46,8966
46,6272
46,7918
46,5028
47,47
47,7452
47,3059
47,2724
47,115
47,7754
47,5906
47,9103
47,2366
47,3456
47,6742
47,9829
47,1305
47,3588
47,5474
47,2156
47,8757
47,659
47,9587
47,6045
48,48
48,9093
48,523
48,3211
48,7925
48,5325
48,908
48,8193
48,3030
48,3250
48,7273
48,243
48,3052
48,8329
48,9882
48,8873
48,2877
48,4632
48,8641
48,8932
49,49
49,5216
49,1086
49,702
49,4116
49,6914
49,3123
49,732
49,2316
49,7689
49,6252
49,7983
49,4970
49,5462
49,4060
49,3238
49,8391
49,1509
49,7510
49,9618
50,50
50,336
50,8760
50,5844
50,7816
50,2309
50,9209
50,7757
50,5202
50,7829
50,270
50,729
50,5307
50,4275
50,5689
50,7463
50,3648
50,2315
50,9966
50,5148
51,51
51,6033
51,2524
51,4581
51,1726
51,103
51,5682
51,1335
51,4209
51,1032
51,3723
51,894
51,3071
51,9725
51,7004
51,9148
51,7927
51,3658
51,43
51,6674
52,52
52,3250
52,5947
52,2255
52,9882
52,6000
52,439
52,6447
52,1706
52,3488
52,5761
52,8219
52,2348
52,4637
52,1027
52,8643
52,651
52,9132
52,7736
52,8382
53,53
53,4188
53,2525
53,6025
53,3515
53,281
53,3125
53,571
53,9663
53,923
53,9964
53,5696
53,3614
53,4407
53,5473
53,6504
53,3644
53,7161
53,1162
53,189
54,54
54,4218
54,6105
54,7754
54,2176
54,7737
54,1312
54,7579
54,631
54,7436
54,4402
54,7624
54,5046
54,1903
54,29
54,6622
54,9829
54,1680
54,3806
54,6556
55,55
55,5004
55,9361
55,5477
55,3137
55,6284
55,3111
55,2254
55,5453
55,1667
55,6374
55,4778
55,2086
55,8694
55,6872
55,3583
55,9887
55,1370
55,2602
55,4300
56,56
56,2789
56,8987
56,5671
56,9144
56,6147
56,4643
56,6235
56,7451
56,2049
56,2679
56,1613
56,8040
56,2244
56,9388
56,541
56,228
56,4794
56,6212
56,6999
57,57
57,3195
57,3645
57,2144
57,88
57,4635
57,4382
57,665
57,6461
57,37
57,5435
57,6076
57,5961
57,7327
57,9108
57,7386
57,4373
57,8925
57,4853
57,1546
58,58
58,860
58,264
58,8537
58,1485
58,8015
58,5409
58,2520
58,8218
58,1542
58,2348
58,8610
58,8044
58,368
58,8828
58,8184
58,8641
58,3030
58,1833
58,5178
59,59
59,1770
59,9318
59,7955
59,7949
59,5407
59,8766
59,8410
59,4670
59,6933
59,7978
59,2619
59,8487
59,3387
59,7928
59,850
59,2717
59,1327
59,4803
59,6442
60,60
60,5039
60,5713
60,6860
60,5547
60,2625
60,6179
60,4839
60,9522
60,1848
60,9322
60,3539
60,2382
60,7473
60,9482
60,5677
60,815
60,9673
60,2346
60,7798
61,61
61,5398
61,5873
61,2465
61,4549
61,8447
61,6068
61,4692
61,854
61,3768
61,8266
61,5996
61,4862
61,5820
61,1379
61,3336
61,3064
61,2511
61,4386
61,1515
62,62
62,7864
62,6207
62,8156
62,9847
62,7844
62,6875
62,9862
62,5369
62,6948
62,4278
62,2319
62,787
62,8682
62,3637
62,7268
62,532
62,195
62,8114
62,4537
63,63
63,5888
63,953
63,4430
63,7557
63,7743
63,7216
63,9021
63,1791
63,4117
63,6362
63,3943
63,554
63,2481
63,6834
63,7874
63,7674
63,5922
63,118
63,7972
64,64
64,3453
64,7686
64,4397
64,6776
64,1250
64,9513
64,2700
64,7532
64,3267
64,4642
64,3523
64,2337
64,726
64,4802
64,6763
64,3799
64,3255
64,1745
64,1538
65,65
65,5268
65,3520
65,1605
65,5953
65,8675
65,2008
65,2545
65,700
65,7711
65,3992
65,7577
65,5706
65,5172
65,2080
65,9751
65,6704
65,4944
65,3289
65,7036
66,66
66,3430
66,5977
66,5845
66,5948
66,4876
66,8427
66,4106
66,1958
66,8202
66,8462
66,8771
66,5898
66,6883
66,4433
66,7500
66,3214
66,985
66,7348
66,94
67,67
67,5961
67,1943
67,7450
67,3645
67,665
67,4291
67,3736
67,12
67,9938
67,244
67,5486
67,8188
67,3726
67,88
67,6557
67,6679
67,685
67,6245
67,648
68,68
68,3662
68,899
68,630
68,5151
68,1627
68,312
68,7339
68,7426
68,5689
68,3874
68,1162
68,4060
68,5003
68,4275
68,1767
68,3448
68,7141
68,861
68,7140
69,69
69,3419
69,3469
69,8792
69,4724
69,9580
69,7529
69,337
69,1677
69,9086
69,8829
69,6903
69,5683
69,2047
69,562
69,3337
69,2846
69,7119
69,1346
69,1885
70,70
70,6283
70,7410
70,9177
70,8474
70,6757
70,7598
70,4748
70,4092
70,4192
70,5125
70,2579
70,5927
70,9540
70,9713
70,4232
70,9082
70,8905
70,6276
70,6725
71,71
71,4986
71,5688
71,9102
71,7851
71,8995
71,1696
71,5826
71,9937
71,2117
71,7190
71,4582
71,9509
71,428
71,8131
71,5693
71,1435
71,4878
71,9175
71,8839
72,72
72,963
72,7648
72,2843
72,798
72,651
72,8316
72,4319
72,2036
72,9132
72,4843
72,4445
72,8609
72,1885
72,9616
72,5387
72,7670
72,1891
72,2255
72,6929
73,73
73,1014
73,5320
73,4722
73,325
73,4779
73,7044
73,8346
73,9271
73,6458
73,4046
73,5862
73,3867
73,8283
73,1645
73,5807
73,7616
73,8472
73,419
73,3507
74,74
74,1543
74,7342
74,1989
74,4485
74,3847
74,1046
74,9315
74,1956
74,3424
74,8019
74,758
74,540
74,6648
74,6204
74,4102
74,1981
74,5213
74,7418
74,6715
75,75
75,2462
75,16
75,5321
75,3525
75,1753
75,7011
75,8626
75,4602
75,5183
75,6378
75,7903
75,2083
75,6385
75,8656
75,9267
75,2293
75,3913
75,1031
75,1526
76,76
76,3480
76,3464
76,4978
76,5485
76,2060
76,4731
76,8453
76,8909
76,9455
76,339
76,8445
76,1448
76,6391
76,9320
76,4681
76,4373
76,4355
76,8385
76,3370
77,77
77,9243
77,4486
77,9258
77,2338
77,1609
77,4129
77,233
77,3923
77,818
77,4265
77,8528
77,5115
77,9515
77,8841
77,9236
77,3415
77,6628
77,7255
77,6538
78,78
78,513
78,3576
78,4049
78,7676
78,1099
78,6713
78,2268
78,7311
78,4854
78,1586
78,1433
78,4249
78,1050
78,5635
78,6136
78,6998
78,9872
78,495
78,3770
79,79
79,1362
79,1562
79,4039
79,719
79,4311
79,7227
79,237
79,765
79,7155
79,5188
79,5412
79,3749
79,258
79,4503
79,5914
79,7305
79,7084
79,171
79,1065
80,80
80,7547
80,664
80,6457
80,8471
80,13
80,9203
80,3491
80,825
80,2986
80,6942
80,9601
80,748
80,3965
80,1184
80,1744
80,3283
80,6597
80,1537
80,3921
81,81
81,9861
81,400
81,9571
81,9587
81,7754
81,4180
81,1773
81,3588
81,3012
81,7778
81,9829
81,2957
81,7921
81,6327
81,6742
81,5530
81,9776
81,4087
81,7397
82,82
82,3490
82,8858
82,4434
82,7278
82,2267
82,379
82,2253
82,786
82,459
82,9267
82,2284
82,7371
82,4771
82,4138
82,2116
82,6961
82,3870
82,59
82,8766
83,83
83,7265
83,5725
83,2139
83,1231
83,6151
83,993
83,1693
83,8645
83,2824
83,1246
83,149
83,6779
83,3378
83,5869
83,8155
83,2491
83,5739
83,8330
83,2386
84,84
84,108
84,9026
84,1085
84,4806
84,7026
84,2861
84,5249
84,154
84,1218
84,6464
84,565
84,3070
84,5180
84,2663
84,4299
84,4477
84,9450
84,5517
84,4815
85,85
85,3269
85,7951
85,280
85,6475
85,3772
85,3320
85,8023
85,3076
85,4512
85,9237
85,3354
85,780
85,5695
85,9508
85,4831
85,995
85,8919
85,1717
85,1499
86,86
86,442
86,4805
86,4099
86,1760
86,523
86,914
86,738
86,9488
86,5073
86,5612
86,4838
86,1743
86,3322
86,3613
86,5568
86,7979
86,5178
86,4043
86,4630
87,87
87,2145
87,9836
87,7578
87,9611
87,2909
87,7657
87,4661
87,2603
87,5228
87,7592
87,2928
87,2717
87,7836
87,4327
87,273
87,9385
87,7445
87,4088
87,3759
88,88
88,57
88,3645
88,4382
88,5961
88,2561
88,4291
88,665
88,4883
88,1943
88,6076
88,2144
88,339
88,4635
88,3195
88,8925
88,67
88,1546
88,3726
88,5435
89,89
89,7425
89,6861
89,1622
89,4732
89,1974
89,2623
89,9807
89,6853
89,696
89,5707
89,5040
89,5706
89,9010
89,5680
89,732
89,3078
89,8524
89,1566
89,9279
90,90
90,1910
90,5810
90,8247
90,454
90,5019
90,2671
90,3467
90,2098
90,4711
90,6089
90,5814
90,7137
90,8523
90,2523
90,389
90,6069
90,8303
90,7638
90,609
91,91
91,5541
91,4814
91,3695
91,3696
91,7479
91,2847
91,6150
91,3545
91,7333
91,4967
91,3903
91,5737
91,452
91,7393
91,3294
91,1756
91,1373
91,4743
91,3421
92,92
92,8758
92,4413
92,5916
92,8547
92,5516
92,5271
92,9161
92,6466
92,7184
92,5069
92,4432
92,7875
92,3203
92,1557
92,5203
92,9795
92,9431
92,8624
92,3148
93,93
93,1091
93,7778
93,2266
93,724
93,5301
93,9489
93,23
93,9428
93,4660
93,3616
93,5171
93,8210
93,5530
93,5775
93,8834
93,9861
93,3863
93,372
93,7856
94,94
94,3924
94,1958
94,8874
94,6174
94,8291
94,5977
94,9759
94,4826
94,3430
94,8462
94,5845
94,6251
94,5898
94,7500
94,1326
94,7358
94,1480
94,1794
94,2587
95,95
95,1857
95,7509
95,7218
95,2547
95,1142
95,2774
95,1047
95,1724
95,825
95,793
95,826
95,5860
95,5320
95,2467
95,7912
95,3388
95,9271
95,1214
95,1014
96,96
96,5856
96,3774
96,8957
96,7204
96,8826
96,5863
96,7382
96,9695
96,4359
96,7374
96,9018
96,5436
96,4702
96,179
96,3133
96,997
96,3642
96,6221
96,1840
97,97
97,7924
97,5737
97,783
97,8050
97,4743
97,6158
97,2767
97,7072
97,1373
97,7561
97,1870
97,1279
97,6569
97,6151
97,9970
97,2151
97,4760
97,4506
97,4024
98,98
98,8230
98,472
98,5731
98,4728
98,7652
98,5278
98,8413
98,888
98,6558
98,5724
98,1431
98,6957
98,1411
98,8796
98,6590
98,9163
98,3257
98,1771
98,9560
99,99
99,6795
99,3849
99,8793
99,8038
99,9172
99,26
99,5164
99,2843
99,2868
99,9295
99,3069
99,936
99,1842
99,5291
99,102
99,7747
99,1548
99,7217
99,7669
100,100
100,8022
100,2644
100,8453
100,6465
100,2044
100,5470
100,5185
100,5390
100,6135
100,9565
100,3473
100,6304
100,221
100,1013
100,5819
100,6086
100,4310
100,6654
100,577
101,101
101,134
101,5019
101,3788
101,9579
101,9654
101,3754
101,8593
101,3088
101,7638
101,6530
101,7881
101,8492
101,2132
101,8512
101,1539
101,9655
101,7237
101,2671
101,1581
102,102
102,368
102,3666
102,9093
102,3030
102,99
102,8793
102,8412
102,8438
102,5464
102,8643
102,902
102,4454
102,8537
102,7964
102,9295
102,5777
102,6183
102,5164
102,7747
103,103
103,6033
103,3071
103,51
103,3658
103,7927
103,7004
103,1335
103,5971
103,1235
103,1726
103,4581
103,894
103,6674
103,8114
103,9148
103,2524
103,8209
103,4140
103,9725
104,104
104,5763
104,6178
104,1560
104,4271
104,5674
104,7821
104,6889
104,500
104,8911
104,6356
104,4443
104,7379
104,39
104,3686
104,8096
104,3540
104,2626
104,6975
104,8269
105,105
105,3687
105,5200
105,3348
105,266
105,7706
105,8804
105,9273
105,3039
105,6078
105,7974
105,1371
105,7761
105,1803
105,9100
105,8257
105,394
105,4901
105,1844
105,4774
106,106
106,4313
106,8824
106,4563
106,4368
106,7751
106,9554
106,4520
106,7365
106,2583
106,5750
106,1626
106,9659
106,1961
106,7877
106,7339
106,9505
106,154
106,5487
106,2017
107,107
107,8284
107,5477
107,6506
107,3285
107,9522
107,7658
107,5403
107,5039
107,5093
107,6163
107,8150
107,8057
107,3979
107,6827
107,5827
107,4404
107,8429
107,5344
107,8169
108,108
108,1085
108,5517
108,84
108,2861
108,9026
108,4299
108,6464
108,5180
108,565
108,6369
108,4806
108,5750
108,9659
108,2121
108,4739
108,5393
108,5554
108,5070
108,7026
109,109
109,9459
109,6909
109,8193
109,9715
109,7459
109,1229
109,662
109,1778
109,9488
109,8828
109,392
109,231
109,6832
109,1037
109,8249
109,4474
109,523
109,8873
109,829
110,110
110,5753
110,22
110,2683
110,4651
110,7619
110,3396
110,9452
110,3773
110,1169
110,4221
110,9326
110,7583
110,2775
110,5238
110,1311
110,6496
110,8482
110,6491
110,1357
111,111
111,6610
111,3917
111,5009
111,8326
111,8407
111,8853
111,5415
111,254
111,3996
111,2546
111,663
111,1736
111,1717
111,926
111,5620
111,3716
111,8596
111,3138
111,4458
112,112
112,4962
112,1368
112,9253
112,2610
112,6711
112,4290
112,8866
112,4473
112,6722
112,5158
112,1388
112,2670
112,1454
112,5508
112,6782
112,3850
112,7502
112,6500
112,5749
113,113
113,5017
113,1200
113,6888
113,8875
113,8600
113,7583
113,5217
113,445
113,7688
113,4937
113,2876
113,3022
113,7550
113,448
113,5957
113,1968
113,3013
113,4971
113,5055
114,114
114,4626
114,6626
114,805
114,3395
114,8293
114,4539
114,9256
114,7669
114,5627
114,5777
114,2971
114,2868
114,491
114,1831
114,8349
114,9225
114,7895
114,5410
114,8722
115,115
115,2156
115,3456
115,47
115,8726
115,4080
115,3059
115,4317
115,9829
115,2508
115,8877
115,2366
115,7452
115,2476
115,2724
115,8409
115,6580
115,7754
115,8350
115,1114
116,116
116,302
116,9186
116,3686
116,646
116,1863
116,9506
116,2626
116,4188
116,4121
116,923
116,6455
116,2459
116,2732
116,8395
116,1049
116,5473
116,6504
116,3515
116,4720
117,117
117,7552
117,8336
117,6880
117,868
117,8820
117,7066
117,9993
117,1920
117,9689
117,5491
117,2119
117,6718
117,2187
117,7353
117,1010
117,6083
117,4666
117,8884
117,8592
118,118
118,9021
118,8423
118,8463
118,9824
118,2768
118,8190
118,1791
118,328
118,5922
118,4117
118,6995
118,5634
118,4430
118,63
118,542
118,9436
118,5335
118,2481
118,7874
119,119
119,6588
119,1725
119,2016
119,6483
119,4872
119,2678
119,567
119,1497
119,2572
119,1085
119,8857
119,463
119,9222
119,146
119,6172
119,9830
119,4815
119,210
119,2048
120,120
120,1756
120,9741
120,3294
120,7406
120,9653
120,301
120,5823
120,1277
120,7220
120,9994
120,8634
120,4967
120,9126
120,633
120,2459
120,7022
120,4662
120,3214
120,3692
121,121
121,207
121,720
121,7056
121,2826
121,9974
121,8288
121,2573
121,4922
121,6334
121,9004
121,5329
121,4405
121,8606
121,3498
121,6694
121,4522
121,6173
121,6818
121,5149
122,122
122,5156
122,1465
122,8291
122,2994
122,9971
122,4157
122,8110
122,8088
122,298
122,293
122,5108
122,7423
122,4826
122,4634
122,1946
122,5080
122,1661
122,5192
122,4253
123,123
123,8435
123,8963
123,7628
123,3382
123,1806
123,2253
123,1215
123,207
123,2101
123,5901
123,3440
123,2104
123,3147
123,4397
123,246
123,9903
123,8650
123,8195
123,6763
124,124
124,1856
124,5945
124,2810
124,321
124,7120
124,2723
124,2797
124,507
124,3240
124,3841
124,3567
124,6036
124,8280
124,4904
124,46
124,6370
124,4896
124,272
124,7756
125,125
125,5134
125,9734
125,142
125,5212
125,7951
125,2620
125,11
125,4321
125,4165
125,5124
125,7034
125,7819
125,995
125,9559
125,7374
125,2424
125,5721
125,9924
125,3354
126,126
126,9825
126,7665
126,6446
126,8017
126,2133
126,2782
126,4748
126,9382
126,8152
126,3146
126,9121
126,6307
126,6985
126,6291
126,4182
126,6176
126,6152
126,8436
126,6215
127,127
127,5376
127,5045
127,5912
127,315
127,7842
127,6028
127,7646
127,9245
127,9537
127,4171
127,4542
127,3778
127,30
127,1228
127,5693
127,6298
127,8011
127,5780
127,1912
128,128
128,198
128,5962
128,9773
128,2622
128,4160
128,8184
128,860
128,9920
128,2520
128,4541
128,781
128,4772
128,3784
128,6814
128,5975
128,1230
128,619
128,2527
128,802
129,129
129,8457
129,3426
129,3056
129,8592
129,1236
129,8356
129,6747
129,1686
129,1451
129,9480
129,5562
129,1624
129,2341
129,7731
129,9265
129,5738
129,9312
129,6625
129,9858
130,130
130,2730
130,6783
130,1653
130,3351
130,5022
130,5396
130,3905
130,7468
130,508
130,5171
130,1195
130,2957
130,8563
130,5155
130,5637
130,5351
130,4660
130,9044
130,9571
131,131
131,6115
131,7504
131,483
131,7879
131,6237
131,2489
131,8036
131,7458
131,1189
131,3173
131,3599
131,214
131,4716
131,1577
131,9471
131,2819
131,8898
131,8921
131,40
132,132
132,6389
132,8822
132,1878
132,1789
132,1647
132,8997
132,9095
132,2298
132,7340
132,9816
132,5854
132,3206
132,1131
132,2915
132,4218
132,6032
132,2913
132,8860
132,3037
133,133
133,9236
133,2259
133,6543
133,639
133,6161
133,486
133,918
133,5255
133,8662
133,5770
133,3941
133,9460
133,2031
133,6628
133,6479
133,827
133,5630
133,1617
133,300
134,134
134,169
134,101
134,9579
134,7881
134,3467
134,6324
134,5019
134,6089
134,3754
134,7707
134,919
134,8593
134,7194
134,1774
134,6618
134,7959
134,7237
134,2166
134,2671
135,135
135,9953
135,4215
135,7919
135,9640
135,807
135,4742
135,3332
135,7673
135,8020
135,5680
135,4071
135,591
135,1491
135,5707
135,5272
135,6729
135,6082
135,4888
135,6209
136,136
136,5990
136,6694
136,2293
136,6541
136,4186
136,8358
136,5424
136,1689
136,3457
136,1554
136,540
136,7309
136,8836
136,2737
136,9053
136,3400
136,1281
136,5034
136,3518
137,137
137,7239
137,3445
137,4381
137,3731
137,7508
137,398
137,8690
137,9650
137,406
137,9283
137,4490
137,344
137,7522
137,5711
137,3589
137,5328
137,3713
137,7555
137,2247
138,138
138,5251
138,3263
138,5975
138,5021
138,3210
138,294
138,3846
138,3290
138,7558
138,4629
138,9704
138,1430
138,5712
138,9438
138,6526
138,1838
138,2571
138,6424
138,2371
139,139
139,1742
139,6054
139,5308
139,9905
139,2106
139,5716
139,5357
139,3909
139,1911
139,5069
139,4565
139,5919
139,3391
139,6011
139,4000
139,8168
139,5968
139,8547
139,6586
140,140
140,993
140,4380
140,1376
140,2198
140,9866
140,8571
140,9711
140,4760
140,7103
140,7678
140,2139
140,2296
140,5823
140,6591
140,2881
140,5921
140,4213
140,2189
140,5850
141,141
141,1021
141,6024
141,4733
141,9917
141,1400
141,8273
141,4401
141,4031
141,7781
141,5638
141,9106
141,9991
141,856
141,2915
141,1733
141,1207
141,341
141,4439
141,6632
142,142
142,5721
142,6868
142,6364
142,9719
142,5555
142,9891
142,6285
142,4510
142,9359
142,9615
142,3076
142,7734
142,1419
142,5030
142,2620
142,2037
142,7553
142,45
142,5124
143,143
143,5652
143,2988
143,2564
143,1662
143,5853
143,4011
143,4879
143,8070
143,1260
143,4371
143,322
143,3839
143,9252
143,9091
143,8522
143,7583
143,3175
143,9721
143,5217
